smiles,c_t,c_t_cea,isp,isp_cea,cstar,cstar_cea,Al,EMs,HTPB,NH4CLO4
Nn1cc([N+](=O)[O-])nc1[N+](=O)[O-],3394.1672,3418.4,264.8427,265.7900101936799,1585.6056,1589.4,19.11901302,10.00034352,12.00005371,58.88058975
Cn1nc([N+](=O)[O-])nc1[N+](=O)[O-],3330.419,3324.7,264.83954,264.4036697247706,1585.5525,1582.3,18.22931276,15.29064748,12.00000722,54.48003254
Nc1c(-c2no[n+]([O-])c2N)no[n+]1[O-],3354.9163,3391.7,264.8363,266.38124362895,1588.3611,1593.9,18.59893061,10.0010848,12.00001619,59.3999684
Nc1nnc2nnc(N[N+](=O)[O-])n2n1,3314.6624,3335.9,264.83557,265.1172273190622,1585.7762,1587.6,17.83676801,11.33525439,12.00002304,58.82795456
O=[N+]([O-])Nc1nonc1-c1noc(CO[N+](=O)[O-])n1,3356.0586,3377.9,264.83295,264.96432212028543,1585.9,1585,18.45737866,15.31598135,12.00000056,54.22663943
Nc1c([N+](=O)[O-])c([N+](=O)[O-])nn1N,3370.8372,3394.2,264.8329,265.46381243628946,1584.0566,1587.4,19.10871375,10.18230914,12.00004615,58.70893096
O=[N+]([O-])C(c1nnc(C([N+](=O)[O-])[N+](=O)[O-])o1)[N+](=O)[O-],3469.5642,3489.1,264.8307,265.13761467889907,1585.4198,1585.6,19.36806235,14.69031585,12.00000314,53.94161865
[N-]=[N+]=NC1([N+](=O)[O-])COCN([N+](=O)[O-])C1,3360.2307,3372.4,264.82907,265.44342507645257,1585.1813,1587.4,19.134039,10.00254928,12.00002972,58.86338201
[N-]=[N+]=Nc1c([N+](=O)[O-])nc2c3nc([N+](=O)[O-])c(N=[N+]=[N-])n3nnn12,3368.9583,3389,264.8276,265.44342507645257,1586.7035,1589.5,17.56543818,11.56355085,12.00007934,58.87093163
Nc1no[n+]([O-])c1-c1c(N)no[n+]1[O-],3356.4692,3383.1,264.82104,265.9123343527013,1587.0841,1591.1,18.59954279,10.00014377,12.00028021,59.40003323
[N-]=[N+]=NCn1cc([N+](=O)[O-])c([N+](=O)[O-])n1,3329.2617,3348.1,264.81897,265.24974515800204,1586.4728,1587.7,18.02424413,12.864579,12.00007177,57.1111051
Nn1c(-c2nc([N+](=O)[O-])c([N+](=O)[O-])n2N)nc([N+](=O)[O-])c1[N+](=O)[O-],3377.5315,3380.6,264.81677,264.62793068297657,1584.086,1583,18.576846,13.15434672,12.00000277,56.26880451
O=[N+]([O-])c1cn([N+](=O)[O-])nc1-c1nnc(-c2nnc(-c3nn([N+](=O)[O-])cc3[N+](=O)[O-])o2)o1,3406.5447,3420.1,264.8141,265.19877675840974,1585.6871,1586.5,18.54116382,10.02023275,12.00001553,59.4385879
[N-]=[N+]=NCCn1nnc(/N=N/c2nnn(CCN=[N+]=[N-])n2)n1,3239.9875,3255.4,264.81006,264.99490316004074,1585.862,1590.2,16.86186511,10.00070189,12.0001092,61.13732381
Nc1c([N+](=O)[O-])c(N(CCO[N+](=O)[O-])[N+](=O)[O-])nn2nnnc12,3349.763,3363.5,264.80817,265.27013251783893,1585.6139,1587.1,18.53806709,11.97100168,12.00001383,57.4909174
O=c1n(-c2nc([N+](=O)[O-])nn2C([N+](=O)[O-])[N+](=O)[O-])[n+]([O-])c2nc([N+](=O)[O-])[nH]n12,3425.5693,3453.9,264.803,265.0152905198777,1584.1793,1584.7,19.10086939,11.93687601,12.0000046,56.96225
Nc1no[n+]([O-])c1-c1no[n+]([O-])c1[N+](=O)[O-],3402.2488,3395,264.80127,264.9235474006116,1586.296,1584.6,18.53032609,15.83116935,12.00003782,53.63846675
Nn1nc([N+](=O)[O-])c([N+](=O)[O-])c1-c1c([N+](=O)[O-])c([N+](=O)[O-])nn1N,3378.2405,3395.8,264.7965,265.43323139653415,1583.9363,1587.8,18.57627345,13.15704256,12.00002452,56.26665948
O=[N+]([O-])C(=C1NCNC(=C([N+](=O)[O-])[N+](=O)[O-])N1)[N+](=O)[O-],3407.5469,3435.5,264.79517,265.43323139653415,1584.3837,1586.6,19.54024098,10.00539519,12.0002868,58.45407703
O=[N+]([O-])c1n[nH]c([N+](=O)[O-])c1-c1nnn[nH]1,3371.8008,3407.7,264.7946,265.33129459734965,1583.8313,1587.5,18.51369918,10.06647907,12.00000023,59.41982152
[N-]=[N+]=NCn1nnc(-c2nnn(CN=[N+]=[N-])n2)n1,3287.709,3308,264.79285,265.33129459734965,1586.211,1590.6,17.20230232,10.00084979,12.0000171,60.79683079
Nc1c([N+](=O)[O-])nc([N+](=O)[O-])n1N,3371.6624,3389.1,264.79236,265.09683995922524,1583.9629,1585.2,19.12764371,10.07038887,12.00003924,58.80192818
Nc1c([N+](=O)[O-])nnc2nc(C([N+](=O)[O-])[N+](=O)[O-])nn12,3336.2063,3352.9,264.78888,264.6177370030581,1582.9086,1583.7,18.04513772,14.60290104,12.00058372,55.35137752
Cc1nonc1-c1c([N+](=O)[O-])c([N+](=O)[O-])nn1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3398.4314,3412.6,264.78845,265.05606523955146,1584.4937,1585.2,18.64510716,16.23874004,12.0000172,53.1161356
O=[N+]([O-])c1cc([N+](=O)[O-])[nH]n1,3401.9128,3427.1,264.78412,265.2803261977574,1585.547,1586.3,19.13681149,10.00605577,12.00003172,58.85710102
N(=N/c1nnnn1-c1nn[nH]n1)\c1nnnn1-c1nn[nH]n1,3319.3918,3347.4,264.7818,265.1070336391437,1584.4181,1588.7,17.31568271,10.00028402,12.00032784,60.68370543
Cn1nc(/N=N/Nc2nn(C)nc2[N+](=O)[O-])c([N+](=O)[O-])n1,3310.7253,3325.4,264.7774,265.16819571865443,1586.6832,1587.9,18.02871359,10.00138417,12.00005924,59.96984301
O=[N+]([O-])c1c(C2CC2)no[n+]1[O-],3310.8652,3327.3,264.777,266.0142711518858,1588.3531,1592.9,18.13653023,10.00092597,12.000086,59.8624578
Cc1[nH]c2c([N+](=O)[O-])c([N+](=O)[O-])nn2c1[N+](=O)[O-],3365.191,3385.8,264.77692,265.3109072375127,1586.3098,1587.4,18.58342402,10.00046478,12.00014098,59.41597022
Nc1c([N+](=O)[O-])nn(Cc2noc([N+](=O)[O-])n2)c1[N+](=O)[O-],3350.7837,3364.9,264.77148,265.15800203873596,1585.2428,1586.5,18.32159332,13.29487057,12.00000163,56.38353449
Nc1nc(N[N+](=O)[O-])nc2nc([N+](=O)[O-])nn12,3372.716,3393.8,264.7706,265.1783893985729,1584.4374,1586.5,18.58245663,10.0009568,12.00004458,59.41654199
O=[N+]([O-])/N=c1\[nH]nnn1CCn1cc([N+](=O)[O-])c([N+](=O)[O-])n1,3352.5867,3375.2,264.76666,265.35168195718654,1584.6368,1587.5,18.65906045,10.00074381,12.00009818,59.34009756
Cc1nc(-c2nonc2NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])no1,3384.758,3394.8,264.75085,265.43323139653415,1585.8751,1587.6,18.88134593,10.0026141,12.00006334,59.11597663
[N-]=[N+]=Nc1c([N+](=O)[O-])nn(Cc2nnn[nH]2)c1[N+](=O)[O-],3352.9778,3374.5,264.7505,265.25993883792046,1586.4833,1587.7,18.13501955,10.58049379,12.00004777,59.28443888
CN(Cn1cc([N+](=O)[O-])nc1[N+](=O)[O-])[N+](=O)[O-],3364.0884,3375.5,264.74908,265.2089704383282,1585.8297,1586.1,19.04469985,10.00000904,12.00000381,58.95528729
O=[N+]([O-])c1c[nH]nc1-c1nc(-c2nonc2[N+](=O)[O-])no1,3370.119,3394.6,264.74802,265.15800203873596,1586.5406,1586.9,18.23424593,10.00123125,12.00008181,59.76444102
N=C(Nc1c([N+](=O)[O-])n[nH]c1[N+](=O)[O-])N[N+](=O)[O-],3409.34,3425.2,264.74222,265.4128440366972,1584.7595,1586.9,19.23459805,10.21531459,12.00001594,58.55007143
O=[N+]([O-])OCc1cnnn1-c1nonc1[N+](=O)[O-],3352.4841,3373.8,264.731,265.0152905198777,1584.57,1585.6,18.36821572,13.24684696,12.00007683,56.38486049
O=[N+]([O-])/N=c1\[nH]nnn1Cc1nnn[nH]1,3335.1218,3351.7,264.72977,265.27013251783893,1585.3107,1587.9,18.22768991,10.00186933,12.00000653,59.77043423
Nc1nnnn1Nc1nnc(Nn2nnnc2N)nn1,3281.0588,3299.6,264.7294,265.2803261977574,1588.2507,1590.8,17.21180801,10.00383174,12.00022304,60.78413721
O=[N+]([O-])/N=c1\[nH]nc(-c2nnnn2O)[nH]1,3379.403,3392.5,264.71716,265.3924566768603,1584.1168,1587.7,18.64248526,10.00098701,12.00001716,59.35651057
N#Cc1c(-c2noc(/N=N/c3nc(-c4no[n+]([O-])c4C#N)no3)n2)no[n+]1[O-],3351.1038,3370.4,264.71423,264.5361875637105,1584.0144,1584.2,17.61357706,10.0021225,12.00008773,60.38421272
O=[N+]([O-])OCc1cn(-c2nonc2[N+](=O)[O-])nn1,3353.0977,3369.2,264.71173,264.77064220183485,1584.7745,1584.1,18.36812644,13.24864064,12.00000213,56.38323079
O=[N+]([O-])OC[C@H]1[C@@H](CO[N+](=O)[O-])[C@@H](CO[N+](=O)[O-])[C@H]1CO[N+](=O)[O-],3382.074,3390.7,264.7115,265.73904179408765,1584.4274,1587.8,19.91184269,10.00255199,12.00000999,58.08559533
O=[N+]([O-])OC[C@H]1[C@H](CO[N+](=O)[O-])[C@H](CO[N+](=O)[O-])[C@H]1CO[N+](=O)[O-],3382.0137,3388.5,264.71143,265.62691131498474,1584.4261,1587.1,19.91186999,10.00639743,12.00003807,58.08169451
O=[N+]([O-])OC[C@H]1[C@H](CO[N+](=O)[O-])[C@@H](CO[N+](=O)[O-])[C@@H]1CO[N+](=O)[O-],3382.0447,3386.6,264.71118,265.5249745158002,1584.4265,1586.5,19.9117579,10.00065383,12.00064517,58.0869431
O=[N+]([O-])OC[C@H]1[C@H](CO[N+](=O)[O-])[C@@H](CO[N+](=O)[O-])[C@H]1CO[N+](=O)[O-],3381.5828,3387.8,264.7104,265.6167176350662,1584.4421,1587,19.90140383,10.02928242,12.00171029,58.06760347
c1nnnn1-c1nnn(/N=N/n2nnc(-n3cnnn3)n2)n1,3321.0906,3346.3,264.70856,265.06625891946993,1584.307,1588.3,17.36720674,10.00091409,12.00078666,60.63109252
O=[N+]([O-])OCC1([N+](=O)[O-])COCN([N+](=O)[O-])C1,3375.965,3392.1,264.706,265.3007135575943,1582.1823,1585.1,19.92439125,10.01119393,12.00049171,58.06392311
O=[N+]([O-])Nc1nnc(N[N+](=O)[O-])nn1,3430.9246,3436.4,264.7052,265.12742099898065,1585.547,1585.2,19.16621624,11.87865133,12.00012423,56.9550082
O=[N+]([O-])c1n[nH]c2c([N+](=O)[O-])n[nH]c12,3351.5662,3378.5,264.70398,264.75025484199796,1582.8171,1584.3,18.3282738,11.11238625,12.00001126,58.55932869
Cc1nc(-c2nonc2N[N+](=O)[O-])no1,3330.78,3346.1,264.70312,264.97451580020385,1587.5142,1586.4,18.15799512,10.00966738,12.0001914,59.8321461
[N-]=[N+]=NCc1nnc(CN=[N+]=[N-])n1N=Nn1c(CN=[N+]=[N-])nnc1CN=[N+]=[N-],3251.3708,3266.3,264.7024,264.9133537206932,1586.2047,1590.1,16.65864349,10.00117805,12.00015687,61.34002159
[N-]=[N+]=Nc1nc(N)c([N+](=O)[O-])[n+]([O-])n1,3387.1194,3401.1,264.70047,265.15800203873596,1584.3767,1586.4,18.57417057,10.00041726,12.00022822,59.42518396
O=[N+]([O-])c1cnn(-c2n[nH]nc2[N+](=O)[O-])n1,3379.979,3405.2,264.69983,265.2089704383282,1585.0452,1586.8,18.51374692,10.07059636,12.00003847,59.41561825
Nc1nonc1-c1nnc(N)n1N,3224.2703,3248.4,264.69928,264.9235474006116,1588.5161,1589.2,17.18652342,10.00028358,12.00078308,60.81240993
O=[N+]([O-])N1COCC([N+](=O)[O-])([N+](=O)[O-])C1,3405.2983,3416.9,264.69763,265.3211009174312,1583.1215,1585.2,19.99748308,10.01263426,12.00049207,57.98939059
O=[N+]([O-])Nc1nonc1-c1noc(-c2nc(-c3nonc3N[N+](=O)[O-])no2)n1,3383.7385,3414.8,264.69757,265.0050968399592,1584.4988,1585.6,18.499017,10.00006208,12.0000956,59.50082531
NC(=O)c1c([N+](=O)[O-])no[n+]1[O-],3430.9011,3450.7,264.69385,264.8827726809378,1582.59,1583.3,19.58771074,10.0049138,12.00009804,58.40727743
NNC(=O)c1nnnn1O,3300.2725,3376.2,264.69287,266.8909276248726,1583.1941,1596.8,18.72683202,10.00029237,12.00006595,59.27280966
CN(Cn1nc([N+](=O)[O-])nc1N)[N+](=O)[O-],3316.3171,3322,264.68942,264.76044852191643,1582.7047,1584.1,18.74761837,10.00143361,12.00036193,59.25058609
[N-]=[N+]=Nc1nc(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])nc(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n1,3438.8289,3468.9,264.68747,264.56676860346585,1579.6069,1581.3,19.75108365,10.57314134,12.00000518,57.67576983
[O-]/[N+](=N/c1nonc1Nc1nncnn1)c1nonc1Nc1nncnn1,3311.2996,3332.9,264.68646,265.1172273190622,1585.8357,1588.6,17.38351486,10.00275318,12.00098706,60.6127449
O=N(=O)NC1=NNC(CC2=NON=C2\N=N\C2=NON=C2CC2=NC(NN(=O)=O)=NN2)=N1,3312.582,3328.3,264.6843,265.0254841997961,1584.1548,1586.1,18.14157442,10.00034308,12.0000087,59.8580738
[N-]=[N+]=NCCCn1nnc(N[N+](=O)[O-])n1,3290.1042,3299.3,264.6828,265.96330275229354,1583.9176,1593.6,17.82132055,10.00329645,12.00044185,60.17494115
Nn1nc([N+](=O)[O-])nc1-n1ncc([N+](=O)[O-])n1,3375.4624,3401.9,264.6828,265.6167176350662,1585.4236,1589.1,18.58679949,10.00016392,12.00002133,59.41301526
O=[N+]([O-])c1cc([N+](=O)[O-])c(/C=N/N=C(N/N=C/c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])N/N=C/c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,3340.1135,3362.8,264.6819,265.2191641182467,1585.566,1587.5,18.18131708,10.00247382,12.00008087,59.81612823
NC1=NON=C1C1=NNC(NN(=O)=O)=N1,3324.6619,3346.4,264.67944,264.99490316004074,1583.7521,1586.3,18.22951115,10.00291873,12.00087147,59.76669866
[N-]=[N+]=Nc1nnc([N+](=O)[O-])c(N)[n+]1[O-],3398.7993,3406.3,264.67725,265.44342507645257,1586.7528,1588,18.57651259,10.00823937,12.00021621,59.41503183
O=[N+]([O-])Nc1cc(N[N+](=O)[O-])c([N+](=O)[O-])cc1[N+](=O)[O-],3393.532,3403.4,264.67682,265.3007135575943,1586.5955,1586.5,18.94601179,12.03190774,12.00004356,57.02203691
Nc1c([N+](=O)[O-])n[nH]c1[N+](=O)[O-],3381.5698,3402.5,264.67664,264.9439347604485,1582.964,1584.3,19.11794189,10.0020886,12.00063045,58.87933906
Nc1c([N+](=O)[O-])cnn1-c1nncn1N[N+](=O)[O-],3341.072,3353.7,264.66833,265.3211009174312,1586.3278,1587.9,18.33302612,10.00407009,12.00030653,59.66259725
CN(CC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3420.5237,3444.7,264.6667,265.24974515800204,1581.9373,1585.2,19.99946698,10.02776645,12.00015915,57.97260742
Nc1n[n+]([O-])nc2c([N+](=O)[O-])cnn12,3344.14,3362.1,264.66568,265.34148827726807,1587.9089,1587.9,18.27235628,10.00550003,12.00055967,59.72158402
Nn1cnc([N+](=O)[O-])n1,3338.8342,3358,264.65924,265.1478083588175,1584.2266,1586.3,18.69304931,10.00078564,12.00072996,59.30543509
O=C(c1nnc(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])o1)c1nnc(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])o1,3487.154,3518.2,264.6528,264.8114169215087,1580.8146,1582.8,19.83306145,11.5800468,12.00000254,56.58688921
[O-]c1n[n+](-c2nnn[nH]2)no1,3385.606,3409.7,264.6527,264.97451580020385,1584.4296,1585.2,18.56315304,10.00330257,12.00002518,59.4335192
O=[N+]([O-])CCC1(CO[N+](=O)[O-])CC(CO[N+](=O)[O-])(CO[N+](=O)[O-])C1,3339.659,3333.2,264.65143,265.1885830784913,1581.6182,1585.2,19.4583142,10.0002769,12.00012109,58.54128781
[N-]=[N+]=Nc1nc(-c2nnnn2O)n[nH]1,3327.5583,3347.2,264.65128,265.0152905198777,1583.8793,1587.4,17.65857358,10.01459162,12.00073503,60.32609977
Nn1nc(-n2cnc([N+](=O)[O-])n2)nc1[N+](=O)[O-],3375.8293,3390.7,264.65097,265.0152905198777,1585.265,1585.5,18.59913075,10.0032728,12.00019594,59.39740051
O=[N+]([O-])c1n[nH]cc1-c1n[nH]c(-c2nonc2[N+](=O)[O-])n1,3332.841,3364.7,264.6506,265.05606523955146,1584.05,1586.9,17.96420703,10.00605435,12.00055146,60.02918717
O=[N+]([O-])/N=c1\[nH]nc(N=Nc2n[nH]/c(=N\[N+](=O)[O-])o2)o1,3422.2078,3444.7,264.64975,265.0152905198777,1583.857,1584.6,19.15354289,10.00418322,12.00017855,58.84209534
O=[N+]([O-])c1noc(N=C2NCN([N+](=O)[O-])CN2)n1,3343.3267,3357.4,264.6478,265.16819571865443,1585.6499,1585.7,18.89995606,10.00256664,12.00001943,59.09745786
[O-][n+]1onc2c1-c1nonc1Nc1nonc1-2,3358.997,3372.6,264.64398,264.8827726809378,1587.8146,1586,17.79170829,10.00009382,12.00007158,60.20812631
[N-]=[N+]=Nc1n[nH]c(N)c1[N+](=O)[O-],3318.7168,3345.6,264.64035,265.06625891946993,1584.6038,1586.8,18.12974968,10.00034718,12.00001806,59.86988508
Cn1nc(/N=N/c2nn(C)nc2[N+](=O)[O-])c([N+](=O)[O-])n1,3314.8005,3327.8,264.63647,265.0254841997961,1585.3881,1586.8,18.05204784,10.00087189,12.00037199,59.94670828
[N-]=[N+]=Nc1c([N+](=O)[O-])nn(CCn2nnnc2N)c1[N+](=O)[O-],3318.3792,3338.9,264.636,265.1172273190622,1585.8645,1587.4,18.06064869,10.00156619,12.00024462,59.9375405
[N-]=[N+]=Nc1nnc2nnc(N)n2n1,3291.1372,3312.8,264.6322,264.95412844036696,1585.6742,1588.4,17.10095421,10.00320155,12.00012724,60.89571701
N/C(=N\[N+](=O)[O-])NNC(=O)NN/C(N)=N/[N+](=O)[O-],3342.4565,3376.9,264.63055,265.34148827726807,1581.6339,1586.7,19.29619066,10.0001277,12.00013589,58.70354575
Oc1nnc2nncn2n1,3291.229,3313.3,264.62805,264.9439347604485,1586.073,1587.9,17.30693326,10.00006408,12.00006792,60.69293473
O=c1[nH]c(-c2nonc2[N+](=O)[O-])no1,3404.3064,3439.1,264.62592,264.9235474006116,1584.247,1584.3,18.96214096,10.0000799,12.00009015,59.03768899
Nn1nc([N+](=O)[O-])c2[nH]nc([N+](=O)[O-])c21,3366.4363,3385.7,264.6238,265.05606523955146,1585.037,1585.9,18.56664376,10.03478263,12.00059039,59.39798322
NC(N)=Nc1nc([N+](=O)[O-])no1,3327.1372,3358.4,264.61914,265.16819571865443,1583.8234,1586.5,18.67380837,10.00268536,12.00015011,59.32335616
Nc1nc(-c2n[nH]c([N+](=O)[O-])c2[N+](=O)[O-])n[nH]1,3333.2507,3353.7,264.61774,264.93374108053007,1584.5156,1585.1,18.41560525,10.02013417,12.00053269,59.56372789
O=c1[nH]c(-c2nonc2N[N+](=O)[O-])no1,3372.5134,3396.3,264.60834,264.8216106014271,1584.8834,1584.2,18.57308475,12.27101231,12.00001205,57.15589089
Cn1c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],3440.8547,3466.4,264.60638,265.7186544342507,1584.2461,1588.1,19.67786067,10.00248138,12.00005245,58.31960551
O=[N+]([O-])c1nc2n(c1[N+](=O)[O-])CCn1c-2nc([N+](=O)[O-])c1[N+](=O)[O-],3360.7212,3395.4,264.60233,265.1783893985729,1583.1388,1586.4,18.62253045,10.01415028,12.00127645,59.36204282
[N-]=[N+]=Nc1nc(N)c([N+](=O)[O-])n[n+]1[O-],3394.214,3402.5,264.60062,265.22935779816515,1585.449,1586.8,18.57457553,10.00163093,12.00002593,59.42376762
[NH2+]=c1[nH]nc([C-]([N+](=O)[O-])[N+](=O)[O-])o1,3409.1743,3440.2,264.5992,265.37206931702343,1582.1273,1586.3,19.52945099,10.00207581,12.00025753,58.46821567
Cn1nc([N+](=O)[O-])nc1-c1nn(C)c([N+](=O)[O-])c1[N+](=O)[O-],3330.774,3350.2,264.5934,265.06625891946993,1585.4548,1586.6,18.31366052,10.00462455,12.00054594,59.68116899
Nn1nc([N+](=O)[O-])nc1-n1cnc([N+](=O)[O-])n1,3375.3123,3389.6,264.591,264.95412844036696,1584.7958,1585.1,18.59432492,10.0008025,12.00013842,59.40473416
O=[N+]([O-])c1n[nH]c([N+](=O)[O-])c1-c1c([N+](=O)[O-])n[nH]c1[N+](=O)[O-],3424.225,3435.5,264.58966,264.6075433231397,1581.8236,1581.4,19.39176625,10.00137137,12.0001432,58.60671919
Nc1nn2c(nn3c(N[N+](=O)[O-])nnc32)c2nc(N[N+](=O)[O-])nn12,3334.6084,3363.3,264.58832,265.045871559633,1584.5742,1586.7,18.05225345,10.0249874,12.00072484,59.92203431
O=[N+]([O-])C(CNc1nc2nonc2nc1NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3421.438,3444.7,264.58524,265.045871559633,1581.9401,1584.4,19.48739168,10.00148007,12.00000568,58.51112257
O=[N+]([O-])Nc1nnc2nnc(Nc3nnn[nH]3)nn12,3332.7708,3355.8,264.58112,264.9235474006116,1584.1243,1586.3,17.91266732,10.0000481,12.00001231,60.08727228
CN(Cn1ncc([N+](=O)[O-])c1-n1cc([N+](=O)[O-])c([N+](=O)[O-])n1)[N+](=O)[O-],3346.0312,3367.4,264.57953,265.0152905198777,1584.7245,1585.7,18.60938453,10.00322056,12.00020218,59.38719273
NC(N)=C([N+](=O)[O-])[N+](=O)[O-],3388.7083,3412.4,264.5788,265.0866462793068,1582.1322,1583.8,19.99202157,10.01090207,12.00145679,57.99561956
N(=c1\[nH]nnn1-c1nn[nH]n1)\n1nnnc1Nc1nn[nH]n1,3305.8582,3321.6,264.5777,264.8012232415902,1586.3816,1587,17.37425042,10.00048871,12.00009728,60.62516359
Cn1nc(-c2c([N+](=O)[O-])c([N+](=O)[O-])nn2C)nc1[N+](=O)[O-],3331.3967,3349.2,264.57584,265.0050968399592,1585.6669,1586.3,18.30364782,10.00470148,12.0003213,59.6913294
Nn1cnnc1N/N=C/c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],3307.0466,3323.5,264.57416,265.15800203873596,1587.6481,1588.2,17.82607597,10.00016649,12.00022755,60.17352999
O=[N+]([O-])/N=c1\[nH]nc(-c2n[nH]c(-c3n[nH]/c(=N/[N+](=O)[O-])[nH]3)c2[N+](=O)[O-])[nH]1,3352.4792,3374.4,264.5669,265.07645259938835,1585.6534,1586.3,18.35530142,10.00054474,12.00014373,59.64401011
O=c1[nH]c(-c2c(/N=N/c3no[n+]([O-])c3-c3noc(=O)[nH]3)no[n+]2[O-])no1,3389.378,3411.6,264.5637,264.9133537206932,1585.8063,1584.9,18.51553773,10.00005344,12.00005749,59.48435133
Cn1c([N+](=O)[O-])nc([N+](=O)[O-])c1[N+](=O)[O-],3421.047,3430.9,264.55768,264.9235474006116,1584.321,1583.5,19.47836818,10.05147724,12.00002353,58.47013104
O=[N+]([O-])c1nn(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c2c([N+](=O)[O-])nn(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c12,3493.3662,3535.9,264.55576,264.8216106014271,1579.203,1582.9,19.9685037,10.94052761,12.00005055,57.09091814
Nc1nonc1-c1noc(-c2[nH]nc([N+](=O)[O-])c2[N+](=O)[O-])n1,3362.046,3383.9,264.55222,265.045871559633,1585.6212,1586.3,18.26160372,10.00559254,12.00003005,59.7327737
O=[N+]([O-])/N=c1\[nH]nc(-c2noc(N[N+](=O)[O-])n2)o1,3437.8704,3443.8,264.5513,264.9439347604485,1584.3488,1584.2,19.20492383,10.11298829,12.00030339,58.68178448
NC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3383.883,3408.1,264.547,264.85219164118246,1580.5927,1582.4,19.98483057,10.00130291,12.00022715,58.01363937
O=[N+]([O-])C(COc1nc(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])nc(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n1)([N+](=O)[O-])[N+](=O)[O-],3469.7463,3515.1,264.5427,264.9439347604485,1581.0723,1583.8,19.99899196,10.34440197,12.00016879,57.65643728
Nc1nnc2nonc2c1[N+](=O)[O-],3340.2356,3364.1,264.54248,264.79102956167173,1584.695,1585.2,18.07482988,10.00246517,12.00004411,59.92266083
O=[N+]([O-])c1n[nH]nc1Nc1nnn[nH]1,3333.546,3354.6,264.53754,264.9031600407747,1584.4948,1585.7,18.16847703,10.00682485,12.0000053,59.82469282
NC(=O)Nc1nonc1[N+](=O)[O-],3377.432,3396.9,264.53317,264.6788990825688,1581.9974,1582.6,19.1393514,10.00085591,12.00503131,58.85476137
Nc1nnnn1CCn1nc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],3348.72,3370.5,264.52863,265.09683995922524,1584.8104,1586.1,18.63804776,10.00499863,12.00001423,59.35693938
Nc1c([N+](=O)[O-])nnc2c([N+](=O)[O-])c([N+](=O)[O-])nn12,3405.65,3424.5,264.52734,264.93374108053007,1583.2687,1584.5,18.86188943,10.00169441,12.00002845,59.13638771
O=[N+]([O-])OCn1nc([N+](=O)[O-])nc1-c1nc([N+](=O)[O-])nn1CO[N+](=O)[O-],3419.2458,3449,264.52628,264.89296636085624,1582.3895,1583.2,19.58311666,10.01155684,12.00000227,58.40532422
O=[N+]([O-])c1nc(-c2nc(-c3c([N+](=O)[O-])n[nH]c3[N+](=O)[O-])n[nH]2)n[nH]1,3355.8198,3380.4,264.52258,264.841997961264,1583.8508,1585,18.22731453,10.26346026,12.00004809,59.50917712
O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NC(=O)N[N+](=O)[O-],3429.2273,3475.9,264.51917,264.97451580020385,1581.0352,1583.8,19.99987288,10.44411787,12.00009405,57.55591519
O=[N+]([O-])c1nonc1-c1ncon1,3390.1733,3413,264.51862,264.9847094801223,1585.5023,1585.3,18.53109998,10.00125965,12.00000455,59.46763582
O=[N+]([O-])n1cnc(-c2nc(/N=N/c3n[nH]c(-c4ncn([N+](=O)[O-])n4)n3)n[nH]2)n1,3319.5164,3347.3,264.5172,265.0152905198777,1585.2986,1587.3,17.66544819,10.00014336,12.00019229,60.33421616
O=[N+]([O-])c1n[nH]c(-c2n[nH]nc2[N+](=O)[O-])n1,3370.5808,3413.5,264.51666,265.6065239551478,1583.1448,1589.1,18.54780267,10.00074999,12.00031036,59.45113698
Nc1c([N+](=O)[O-])c([N+](=O)[O-])nn2nnnc12,3386.5923,3402.7,264.51608,265.03567787971457,1584.6133,1585.7,18.55556713,10.01927287,12.00007615,59.42508384
O=[N+]([O-])NC1=NCN=C1Nc1nnc2nnc(N[N+](=O)[O-])n2n1,3324.086,3348.2,264.51587,264.89296636085624,1584.3236,1585.8,18.08645693,10.00005151,12.00007399,59.91341757
